CD63,PanEV,EpCAM,CD9,SDC1,EGFR,PDL1,MET,CD81,HER2,ADAM10,CTSH
0,284.25,0,36.41666794,0,0,0,0,0,0,0,0
0,185.1428528,0,47.5,0,0,0,48.5,0,38.3571434,46.42856979,0
0,32.1428566,0,0,0,0,0,78.35713959,0,0,37.1428566,0
32.8125,130.5,0,55.5625,0,0,34.5,34.625,0,0,0,0
0,599.3181763,0,0,0,0,0,0,0,0,34.72727203,0
0,163.8461609,0,34.38461685,0,37.46154022,0,40.53845978,32.69230652,0,53.76922989,0
0,378.055542,0,88.1111145,0,0,69.3888855,40.88888931,0,46.27777863,51,0
0,250.3809509,0,48.42856979,0,0,38.04761887,0,0,0,31.90476227,0
0,221.5,0,40.6428566,0,0,0,0,0,0,0,0
0,135.8800049,0,62.91999817,0,0,57.56000137,31.76000023,0,43.47999954,0,0
0,62.19047546,0,0,0,0,0,58.57143021,150.3333282,0,36,0
0,323.3333435,0,0,0,0,0,0,0,0,0,0
0,245.2352905,0,34.35293961,0,0,0,0,0,0,39.29411697,0
0,194.5555573,0,55.11111069,0,0,46.33333206,0,0,0,49.66666794,0
0,870.9629517,0,31.62962914,0,0,33.25925827,39.40740585,0,0,0,0
35,1878.534912,35.1162796,143.6046448,35.8837204,60.7674408,103.4651184,46.20930099,55.4418602,43.6279068,0,0
0,287.5,0,35.29999924,0,0,0,0,0,0,0,0
0,280.5,0,0,0,0,0,0,0,0,49.05555725,0
0,131.5652161,0,67.56521606,0,0,75.82608795,40.47826004,34.60869598,63.65217209,34.13043594,0
0,167.4117584,0,32,0,0,0,37.70588303,0,0,41.23529434,0
0,276.3571472,0,0,0,0,0,0,0,0,35.92856979,0
0,31.61904716,0,0,45.42856979,0,0,83.42857361,0,0,64.04762268,0
0,280.3333435,0,0,0,0,0,0,0,0,39.25,0
0,262,0,0,0,0,0,0,0,0,0,0
0,303.3809509,0,0,0,0,0,0,0,0,0,0
34.36363602,122.772728,0,55.45454407,0,0,38.31818008,0,0,31.95454597,47.59090805,0
0,295.387085,0,51.38709641,35.09677505,0,50.45161438,35.93548203,0,49.67741776,34,0
0,587.041687,0,60.04166794,0,0,56,45.33333206,35.58333206,46.875,44.16666794,0
0,251.7391357,0,86.69565582,31.82608604,0,72.43478394,47.30434799,31.82608604,51.47826004,64.73912811,0
0,34.5,0,46.91666794,0,0,65.33333588,0,39.33333206,53.5,0,32.91666794
0,395.3636475,0,55.09090805,56,45.27272797,54.27272797,58.09090805,36.09090805,40.54545593,68.8181839,48.54545593
0,528.8095093,0,86.09523773,60.8571434,0,72.52381134,60,34.66666794,66.7142868,58,37.57143021
0,745.333313,0,0,0,0,0,0,0,0,0,0
0,290.4736938,0,66.68421173,0,0,67.94736481,51.89473724,35.26315689,62.4736824,58.63158035,0
0,136.4761963,0,44.61904907,0,0,41.95238113,0,0,0,0,0
0,539.6400146,0,43.56000137,0,0,32.79999924,0,0,0,38.04000092,0
0,258.7000122,0,0,0,0,0,0,0,0,34.5,0
0,310.4375,0,33.9375,0,0,0,0,0,0,40.09375,0
0,233.8947296,0,45.89473724,0,35.94736862,38.57894897,45,36.05263138,42.4736824,40.94736862,0
0,328.9285583,0,0,48.6428566,0,0,36.2857132,0,0,59.5,0
0,193.8918915,0,54.75675583,0,0,56.37837982,0,0,51.08108139,37.02702713,0
0,269,0,44.59999847,0,41.53333282,38.86666489,39.20000076,0,32.26666641,35.40000153,0
0,252.6999969,0,0,0,0,0,0,0,0,0,0
0,377.6666565,0,38.125,0,0,0,0,0,0,0,0
0,250.222229,0,0,0,0,0,35.33333206,0,0,43.33333206,0
0,237.1818237,0,0,0,0,0,41.27272797,0,0,37.54545593,0
0,312.4583435,0,0,0,0,0,0,0,0,37.29166794,0
0,101.375,0,51.875,0,0,46.1875,46.0625,0,59.875,56.25,0
0,356.4642944,0,0,45.8571434,0,0,44.67856979,0,0,56.67856979,0
0,230.9411774,0,31.64705849,0,0,0,0,0,0,41.52941132,0
0,336.7999878,0,0,43.59999847,0,0,32.13333511,0,0,0,0
0,249.8333282,0,0,0,0,0,0,0,0,34.5,0
0,169.9047546,0,35.7142868,0,0,41.61904907,37.8571434,0,36.61904907,50.7142868,0
0,257.3125,0,0,0,0,0,0,0,0,36.9375,0
0,275.3333435,0,0,0,0,0,0,0,0,0,0
0,255.9230804,0,38,0,0,0,0,0,0,36.61538315,0
0,563.5,0,40.3571434,0,0,0,0,0,0,49.6071434,0
0,245.7333374,0,33.73333359,0,0,0,0,0,0,38.33333206,0
0,340.125,0,0,35.16666794,0,0,0,0,0,0,0
0,476.3684082,0,0,0,0,0,0,0,0,49.4736824,0
0,319.4782715,0,0,0,0,0,0,0,0,0,0
0,216.2692261,0,71.46154022,0,38.65384674,78.7692337,32.76922989,42.23077011,66.7307663,38.92307663,0
0,354.3529358,0,0,41.05882263,0,0,40.76470566,0,0,0,0
0,278.5,0,0,0,0,0,0,0,0,0,0
0,396.6190491,0,39.1428566,0,0,0,0,0,0,38.95238113,0
0,111.578949,0,63.57894897,0,0,65.31578827,56.89473724,0,57.42105103,63.5263176,0
0,279.6666565,0,0,0,0,0,0,0,0,37.88888931,0
0,226.875,0,56.66666794,37.08333206,0,53.16666794,57,35.5,58.125,75.95833588,37
0,159.5294189,0,55,0,0,43.17647171,0,0,0,0,0
0,250.1538391,0,0,0,0,0,0,0,0,0,0
0,51,0,0,0,0,0,74.36000061,0,0,51.20000076,0
40,60.7142868,0,46.7857132,0,0,0,47.57143021,0,0,49.92856979,0
0,390.7619019,0,0,0,0,0,0,0,0,0,0
0,308.4285583,0,63.19047546,38.76190567,0,69.7142868,38.1428566,0,35.61904907,35,0
0,321.6470642,0,0,0,0,0,56.41176605,0,0,56.82352829,0
0,305.6956482,0,69.26087189,0,0,55,50.60869598,0,53.82608795,50.47826004,34.39130402
0,148.5384674,38.15384674,44.92307663,0,36.38461685,55.30769348,0,35.84615326,0,46,0
0,276.555542,0,0,0,0,0,0,0,0,0,0
0,356.8500061,0,0,0,0,0,0,0,0,0,0
0,77.0625,0,0,66.125,0,0,83.9375,0,0,62.0625,0
0,277.8500061,0,0,0,0,0,0,0,0,0,0
0,250.7857208,0,0,0,0,0,0,0,0,38.57143021,0
0,330.8181763,0,0,0,0,0,0,0,0,32.18181992,0
0,233.0714264,0,0,31.7857151,0,0,33.57143021,0,0,0,0
0,367.1304321,0,0,0,0,0,31.652174,0,0,53.56521606,0
0,64.84615326,0,0,0,0,0,0,0,0,148.0769196,0
0,298.3125,0,0,0,0,0,0,0,0,0,0
0,300.9411621,0,0,0,0,0,0,0,0,33.41176605,0
32.69230652,117,0,0,0,0,0,0,0,0,0,0
33.42856979,114.5714264,0,33.67856979,0,0,0,0,0,0,54.6428566,0
0,379.7692261,0,46.15384674,0,0,38.07692337,0,0,37.80769348,38.42307663,0
0,255.6000061,0,0,0,0,0,0,0,0,33.09999847,0
0,471.0799866,0,40.36000061,0,0,0,0,0,0,33.11999893,0
0,359.4782715,0,0,0,0,0,44.95652008,0,0,0,0
0,113.6363602,0,71.5,0,0,73.36363983,34.59090805,0,43.04545593,0,0
0,263.5833435,0,0,0,0,0,0,0,0,48.41666794,0
0,231.6666718,0,0,0,0,0,0,0,0,0,0
0,564.25,0,41.08333206,32.33333206,0,0,0,0,0,37.83333206,0
0,279.3684082,0,0,0,0,0,32.05263138,0,0,42.5263176,0
0,203.3636322,0,33.09090805,0,0,0,0,0,0,46.81818008,0
0,101.9523773,0,79.80952454,0,0,79.57142639,50.42856979,36.42856979,78.90476227,48.1428566,0
0,193.2857208,0,45.6428566,0,0,45.8928566,38.0357132,0,49.6428566,49.17856979,0
0,324.5238037,0,0,0,0,0,0,0,0,0,0
0,599.666687,0,0,0,0,0,0,0,0,0,0
0,291.4515991,0,49.83871078,0,0,45.61290359,0,32,49.64516068,36.58064651,36.51612854
0,284.75,0,0,0,0,0,0,0,0,0,0
0,279.8095093,0,0,0,0,0,0,0,0,31.90476227,0
0,391.0499878,0,90.40000153,0,0,71.84999847,41.95000076,0,48.5,39.84999847,0
39.16666794,84.16666412,0,36,0,0,33.5,0,0,0,33.83333206,0
0,183.6000061,0,32.59999847,0,0,38.40000153,0,0,0,0,0
0,58.88888931,0,55.11111069,0,0,72.33333588,0,34.44444275,0,33.55555725,0
0,168.8000031,0,82.80000305,0,0,51.40000153,32.79999924,0,42.59999847,61.59999847,0
0,236.375,0,44,0,0,0,0,0,0,41.375,0
0,187.1000061,0,48.5,0,0,0,0,0,0,35.90000153,0
0,237.8333282,0,0,0,0,0,0,0,0,46.5,0
0,120,0,32.59999847,0,0,0,0,0,0,0,0
32,104.4285736,0,49,0,0,48.2857132,0,0,0,0,0
0,222.1428528,0,46.8571434,0,0,0,0,0,0,0,0
0,31.75,0,0,0,0,0,0,0,0,0,0
35.25,158.4166718,0,64.58333588,0,0,45.33333206,0,0,0,0,0
0,50.625,0,0,32.5,0,0,0,0,0,124.875,0
0,191.3999939,0,37.79999924,37.09999847,0,38.29999924,33.29999924,0,33.40000153,133.3999939,0
0,290.1428528,0,44.2857132,32,47.8571434,41,58.57143021,36.42856979,0,71.7142868,0
0,168.5,0,58.375,0,35.625,55.625,0,0,59.875,39.875,34.875
0,326.5454407,0,0,0,0,0,42.45454407,0,0,0,0
0,250.5,0,0,0,0,0,53,0,0,45.25,0
0,218.3333282,0,0,0,0,0,0,0,0,0,0
33.75,51.875,35.75,0,0,0,0,0,0,0,0,0
0,222.1666718,0,0,0,0,0,0,0,0,35.16666794,0
0,238.1428528,0,34.7142868,33.42856979,0,0,0,0,0,32.2857132,0
0,136,0,55.22222137,40.44444275,0,47,33.11111069,0,39.11111069,68.77777863,0
0,253.5,0,44.5,0,0,0,0,0,0,37.5,0
0,132.5833282,0,42.16666794,0,0,48.16666794,39,0,0,50.33333206,0
0,90,0,45.59999847,0,39.40000153,36.20000076,35.40000153,47,0,0,34.59999847
0,208.5,0,33.29999924,0,0,0,0,0,0,45.90000153,0
0,142.384613,0,45.76922989,0,33.38461685,49.53845978,0,0,0,37.53845978,0
0,230.75,0,38.125,34,0,0,0,0,40.875,39.5,0
38.09999847,155.1000061,0,0,0,0,0,0,0,0,35.20000076,0
0,36.66666794,0,0,72.44444275,0,0,90.8888855,0,0,48.22222137,0
0,48.79999924,0,0,101.8000031,0,0,39,0,0,62.79999924,0
0,345.2272644,0,0,0,0,0,0,0,0,31.68181801,0
0,157.0800018,0,49.27999878,0,0,44.75999832,0,0,32.91999817,0,0
0,185.5,0,51.79999924,0,0,39.79999924,33,0,0,0,0
0,228.5555573,0,37.33333206,0,0,34.11111069,0,0,0,0,0
0,316.1499939,0,0,0,0,0,0,0,0,32.59999847,0
0,191.6000061,0,0,32.20000076,0,0,0,0,0,41.20000076,0
0,264.6666565,0,0,0,0,0,39.66666794,0,0,32.55555725,0
0,221.1666718,0,32.16666794,0,0,0,0,0,0,0,0
0,295.2000122,0,0,0,0,0,0,0,0,0,0
0,178.4285736,0,34,0,0,0,0,0,0,45.2857132,0
0,66.19999695,0,43.20000076,45.70000076,0,47.59999847,43.5,0,0,34.09999847,0
0,187.5,0,43,0,0,37.79999924,0,0,0,0,0
0,211.3000031,0,0,0,0,0,0,0,0,0,0
0,245.1999969,0,0,0,0,0,42.79999924,0,0,45,0
0,257.5,0,0,0,0,0,0,0,0,0,0
0,203.7142792,0,0,0,0,0,32.1428566,0,0,0,0
0,38.66666794,0,0,0,0,0,91,0,0,87.83333588,0
0,188.8333282,0,0,0,0,0,37.16666794,0,0,0,0
0,227,0,0,0,0,0,0,0,0,0,0
0,241.1999969,0,0,0,0,0,0,0,0,0,0
36.84615326,1752.769287,0,0,0,0,0,0,0,0,33.61538315,0
0,176.6666718,0,0,0,0,36.5,0,0,0,33.5,0
0,292.5714417,0,0,0,0,0,0,0,0,33.8571434,0
0,209.3999939,0,0,0,0,0,0,0,0,0,0
0,225.6000061,0,50.20000076,0,0,0,34,0,0,55.20000076,0
0,233.5555573,0,31.77777863,0,0,0,0,0,0,55.11111069,0
0,36.5,0,0,0,0,0,0,0,0,146.75,0
38.77777863,50.11111069,0,44,0,0,0,0,0,0,0,0
0,254.222229,0,50.66666794,31.88888931,0,38.44444275,46.44444275,0,0,41,0
0,223.8333282,0,0,0,0,0,31.5,0,0,61,0
0,160.8888855,0,0,0,0,0,0,0,0,0,0
0,242.3333282,0,33.91666794,0,0,50.41666794,40.83333206,0,0,0,0
0,108.5714264,0,49,0,0,45.7142868,48.2857132,32.1428566,44.42856979,37.57143021,0
0,234.6666718,0,0,0,0,0,32.33333206,0,0,0,0
0,202.2857208,0,0,0,0,0,34.1428566,0,0,46.57143021,0
0,166,0,58.33333206,0,39.16666794,47.66666794,33.16666794,46.83333206,0,42.33333206,0
0,70,0,0,0,0,58,0,0,0,0,0
33.125,159.25,0,0,0,0,0,0,0,0,0,0
0,242.2666626,0,48.20000076,44.66666794,0,43.40000153,0,0,0,51.13333511,0
0,162.1666718,0,37.66666794,32.83333206,0,52,36.16666794,0,0,71.16666412,0
0,248,0,0,33.59999847,0,0,0,0,0,34.20000076,0
0,222,0,0,0,0,0,0,0,0,0,0
43.94444275,35.11111069,0,57.61111069,46.83333206,0,35.16666794,0,0,0,63.44444275,0
0,81.40000153,35.20000076,45.79999924,0,47.20000076,40.79999924,50.20000076,40.59999847,38.40000153,58.59999847,0
39.75,295.5833435,0,45.91666794,0,0,42.33333206,0,0,0,85.91666412,0
0,268.8571472,0,0,0,0,41.1428566,0,0,37.57143021,33.57143021,0
0,211.5,0,0,0,0,0,0,0,0,0,0
0,197,0,0,0,0,0,53.25,0,0,67,0
0,220.6000061,0,0,0,0,0,33.40000153,0,0,0,0
0,173.8333282,0,50.83333206,0,0,40.83333206,34.5,0,0,0,0
0,120.1999969,0,55.40000153,32.59999847,0,44.79999924,42.59999847,32.59999847,37,75,38.59999847
0,233,0,0,0,0,0,0,0,0,42.57143021,0
34.72727203,78.90908813,0,42.45454407,32.36363602,0,43.36363602,0,0,0,44,0
0,180.1999969,0,0,0,0,0,0,0,0,0,0
0,210.6111145,0,47.77777863,33.72222137,0,43.38888931,33.55555725,0,0,39.38888931,0
0,153.625,0,39.6875,0,0,36.5,0,0,32.75,36.125,0
0,229.2857208,0,0,0,0,0,36.2857132,0,0,58.57143021,0
0,695.1818237,0,44.72727203,0,0,0,0,0,37.36363602,44.36363602,0
0,158.222229,0,50.33333206,0,0,0,0,0,0,36.44444275,0
40.91666794,250.5,39.41666794,33.08333206,0,0,0,0,0,0,0,0
0,229.5,0,0,0,0,0,39.375,0,0,52.5,0
45.25,69.625,0,45.25,46.75,0,32.75,62.375,0,0,85.125,0
0,252.1666718,0,50.66666794,0,0,0,61.33333206,0,0,35.66666794,0
0,178.8333282,0,0,0,0,36.16666794,0,0,0,49.33333206,0
0,87,0,0,64.7142868,0,0,88,0,0,48,0
0,215.3333282,0,0,0,0,0,0,0,0,0,0
0,98.16666412,0,55.16666794,34.16666794,0,53,0,0,0,56.33333206,0
0,57.29999924,0,0,0,0,0,81.59999847,0,0,0,0
0,222.6000061,0,0,43.40000153,0,0,0,0,0,34.59999847,0
0,242,0,0,0,0,0,0,0,0,0,0
0,284.75,0,49.15000153,0,0,44.04999924,41.90000153,33.20000076,35.59999847,38.40000153,0
0,230.3333282,0,0,0,0,0,0,0,0,0,0
0,298.8999939,0,0,0,0,0,36.09999847,0,0,43.70000076,0
0,266,0,40.83333206,0,0,0,0,0,0,46.16666794,0
0,192.6000061,0,33.20000076,32.40000153,0,40.40000153,35.40000153,0,0,62.40000153,0
0,92.7142868,0,43.2857132,0,0,46.7142868,0,0,0,37.57143021,0
0,229.8333282,0,0,0,0,0,0,0,0,36,0
0,190.3333282,0,55.22222137,0,0,0,44.44444275,0,0,48.44444275,0
0,303.5,0,46.375,45.625,0,0,35.5,0,0,94.375,0
0,186.1999969,0,0,0,0,0,0,0,0,0,0
0,61.8571434,0,0,114.5714264,0,0,71.57142639,0,0,46,0
0,209.5,0,0,0,0,0,0,0,0,0,0
0,240.1666718,0,0,0,0,0,0,0,0,48.16666794,0
0,301.3999939,0,0,0,0,0,0,0,0,37,0
0,158,0,56.875,0,0,54.25,56,0,35.5,35.875,0
0,235.1000061,0,0,41.5,0,0,37.59999847,0,0,69.5,0
0,194.5714264,0,47.57143021,0,0,35.1428566,38.2857132,0,0,44.42856979,0
0,351.1000061,0,42.20000076,38,0,0,41.5,0,0,45.09999847,0
0,244.4285736,0,0,0,0,0,0,0,0,0,0
0,154.5,0,34.41666794,0,0,38.33333206,0,0,0,0,0
0,250.5,0,0,0,0,0,0,0,0,33.25,0
0,32.77777863,0,0,37,0,0,0,0,0,134.5555573,0
0,43.66666794,0,35.33333206,34.44444275,0,60.66666794,85.55555725,33,43.44444275,68.44444275,0
0,176.5,0,0,42,0,38.5,35.33333206,0,0,0,0
0,146,0,53.7142868,0,0,60.42856979,44.42856979,0,0,40.7142868,0
0,207.125,0,0,0,0,0,0,0,0,38.625,0
0,182.5714264,0,36.57143021,0,0,0,0,0,0,0,0
0,228.5,0,0,0,0,0,0,0,0,35.125,0
0,213.8888855,0,0,0,0,0,0,0,0,0,0
0,187.8333282,0,0,0,0,0,40,0,0,0,0
0,36,0,0,0,0,129.1428528,60.8571434,0,0,65.85713959,0
36.59999847,52.70000076,0,51.09999847,0,0,0,0,0,0,35.5,0
0,37.20000076,0,0,0,0,0,89.59999847,0,0,34.20000076,0
0,228.8333282,0,0,0,0,0,42.66666794,0,0,36.16666794,0
76.7692337,332,0,106.615387,46,0,53.23077011,57.46154022,0,49.23077011,45.07692337,0
0,177.5714264,0,0,0,0,32.2857132,0,35.8571434,0,0,0
0,211.5,0,0,32.5,0,0,0,0,0,42.875,0
0,281,0,0,0,0,0,36.20000076,0,0,45.79999924,0
0,231.3333282,0,0,0,0,0,0,0,0,51.33333206,0
0,45.88888931,0,38.22222137,0,0,45.11111069,45.77777863,0,0,0,0
0,378.4736938,0,47,0,0,33.26315689,42.15789413,0,0,31.84210587,0
0,185.5,0,50.29999924,0,0,0,0,0,46.59999847,49.09999847,0
0,256.3999939,0,0,0,0,0,0,0,0,0,0
0,231.125,0,35,0,0,0,0,0,0,43.75,0
0,147.3333282,0,38.33333206,0,0,31.66666603,32.16666794,0,0,0,0
0,208.8888855,0,44.22222137,0,0,42,0,0,0,0,0
0,227.3333282,0,0,0,0,0,0,0,0,0,0
0,203.7142792,0,32.2857132,0,0,0,0,0,0,0,0
0,260,0,0,0,0,0,0,0,0,0,0
0,206,0,36.5,38.90000153,0,0,0,0,0,41.79999924,34.90000153
0,42,0,0,80.16666412,0,0,81.16666412,0,0,46,0
0,247,0,0,0,0,0,0,0,0,0,0
0,271.75,0,34.5,32.125,0,0,35.625,0,0,54.875,0
0,225,0,0,42.59999847,0,0,0,0,0,48.40000153,0
0,174.6000061,0,32,0,0,0,0,0,0,0,0
0,241.1999969,0,0,0,0,0,44.59999847,0,0,35.59999847,0
0,149.5,0,59.20000076,0,0,41.79999924,0,0,0,0,0
0,171,0,45,55.66666794,0,47.16666794,39.16666794,0,0,34.83333206,0
0,245.6000061,0,0,0,0,0,0,0,0,0,0
0,201,0,0,37.79999924,0,0,0,0,0,0,0
0,48.63636398,0,51.54545593,0,0,40.72727203,0,0,0,48.27272797,0
0,172.6666718,0,54.46666718,36.13333511,0,53,53.73333359,40.86666489,0,71.26667023,0
0,239.1428528,0,0,0,0,0,0,0,0,0,0
0,262.6000061,0,0,39,0,0,46.79999924,0,0,55.79999924,0
0,254,0,35.90000153,0,0,0,0,0,0,0,0
0,288.3157959,0,0,0,0,0,0,0,0,0,0
0,160.8181763,0,51.81818008,0,0,37.90909195,31.90909004,0,0,0,0
0,236.4285736,0,0,44.42856979,0,0,36.57143021,0,0,0,0
0,188.3333282,0,45.5,0,0,34.66666794,38.66666794,0,32.5,0,0
0,244.3333282,0,0,0,0,0,0,0,0,52.33333206,0
0,219.625,0,0,42.125,0,0,41.625,0,0,0,0
40.7142868,57.57143021,0,33,0,0,0,0,0,0,34.6428566,0
0,163.7142792,0,34.8571434,0,0,0,42.2857132,0,0,44.42856979,0
0,236.9166718,0,0,0,0,0,0,0,0,0,0
0,233.1999969,0,0,0,0,0,0,0,0,0,0
0,55,0,0,37.1428566,0,0,0,0,0,373.2857056,0
0,461,0,0,32.20000076,0,0,32.20000076,0,0,47.79999924,0
0,208.1666718,0,0,0,0,0,0,0,0,0,0
0,71,0,0,0,0,0,0,0,0,121,0
0,241,0,47.2857132,0,0,0,0,0,0,0,0
0,471.3636475,0,40.45454407,0,0,0,0,0,0,36.27272797,0
0,33.25,0,0,37.125,0,0,81.375,0,0,45.75,0
0,519.1176758,0,40.70588303,37.88235474,0,42.41176605,38.52941132,0,39.52941132,41.64706039,0
0,210.6666718,0,63.66666794,0,0,35.33333206,39.44444275,0,31.55555534,46.66666794,0
0,90.59999847,0,46.40000153,0,0,49,0,0,0,0,0
0,270.9090881,0,0,0,0,0,0,0,0,47.09090805,0
0,40,0,0,78.69999695,0,0,78.5,0,0,60.59999847,0
0,163.6363678,0,66.54545593,0,0,42.72727203,41.18181992,0,0,36.27272797,0
36.77777863,38.22222137,0,50.88888931,0,0,32.77777863,0,0,0,39,0
0,288.1818237,0,0,0,0,0,0,0,0,33.54545593,0
0,220.5,0,0,0,0,0,0,0,0,0,0
0,201,0,0,0,0,0,0,0,0,0,0
0,198.375,0,0,0,0,0,32.5,0,0,0,0
0,249.8000031,0,0,31.5,0,0,0,0,0,69,0
0,50,0,0,69.40000153,0,0,88.80000305,0,0,63.20000076,0
0,232.625,0,0,0,0,0,0,0,0,0,0
36,88.1111145,0,0,0,0,0,36.44444275,0,0,0,0
0,187.1428528,0,39,32.7142868,35.42856979,0,55.42856979,0,0,33.8571434,0
0,199.5714264,0,0,0,0,45.42856979,0,0,0,48,0
0,252,0,0,0,0,0,0,0,0,0,0
0,256.5,0,0,0,0,0,34.90000153,0,0,32.5,0
0,168.1111145,0,37.33333206,0,0,0,0,0,0,0,0
0,224.625,0,0,0,0,0,0,0,0,0,0
0,349.277771,0,33.22222137,0,0,0,0,0,0,0,0
0,174.125,0,34.5,0,32.25,38,0,39.5,31.875,44.25,0
0,243.7142792,0,51.42856979,48.57143021,0,0,0,0,0,33.8571434,0
0,158.1000061,0,56.95000076,0,50.15000153,47.34999847,0,43.95000076,54,48.40000153,0
0,261.7142944,0,39.2857132,0,31.7142849,36.92856979,0,0,0,37.8571434,0
0,224.3333282,0,0,0,0,0,48,0,0,0,0
0,179.375,0,43.125,0,0,33.25,0,0,0,0,0
0,191.9166718,0,41.83333206,0,0,34.91666794,32,0,35.58333206,0,0
0,239.625,0,35.375,32,0,0,0,0,0,57.25,0
0,48,0,65.7142868,38,0,88.2857132,46.57143021,50,54.1428566,0,0
0,183.375,0,42,32.5,0,41.25,37.625,0,0,0,0
0,361.0499878,0,40.70000076,0,0,37.84999847,0,0,0,33.45000076,0
0,1263.199951,0,44.5,46.70000076,0,49.70000076,0,0,0,0,0
0,165,0,0,0,0,0,0,0,0,0,0
48.82352829,218.7058868,0,63.88235474,0,0,44.17647171,0,0,33.11764526,34.41176605,0
0,127.4000015,0,56.73333359,0,0,50.86666489,32.53333282,0,41.73333359,52.33333206,33.73333359
0,203.2857208,0,0,0,0,0,0,0,0,0,0
0,344.5,0,0,48.16666794,0,0,0,0,0,50.83333206,0
0,226.4444427,0,0,0,0,0,31.66666603,0,0,0,0
0,685.1818237,0,0,0,0,0,0,0,0,42.72727203,0
0,193.1999969,0,0,0,0,0,31.60000038,0,0,0,0
0,67.125,0,0,0,0,0,0,0,0,147.125,0
0,240.8235321,0,0,0,0,0,0,0,0,0,0
0,215.625,0,0,0,0,0,0,0,0,0,0
0,248.777771,0,0,0,0,0,0,0,0,42.88888931,0
0,275.8888855,0,0,0,0,0,0,0,0,55.22222137,0
0,242.8181763,0,0,0,0,0,0,0,0,32,0
0,228.3809509,0,35.80952454,0,0,31.52380943,0,0,0,37,0
0,216.6000061,0,60.40000153,0,0,38.59999847,0,0,36.59999847,43,0
0,226,0,0,0,0,0,41.7142868,0,0,59.7142868,0
31.66666603,219.777771,0,0,0,0,0,0,0,0,0,0
0,190.8000031,0,0,0,0,0,0,0,0,0,0
0,242.1499939,0,42.90000153,0,0,0,40.15000153,31.95000076,0,55.45000076,0
0,212.6666718,0,0,0,0,0,0,0,0,0,0
40,159.6666718,0,39.5,0,0,0,0,0,0,0,0
0,184,31.66666603,0,0,0,0,0,0,0,43.16666794,0
0,672.0625,0,0,31.6875,0,0,0,0,0,41.125,0
50.94444275,52.22222137,0,0,31.61111069,0,0,0,0,0,43.83333206,0
0,197.1666718,0,36.66666794,0,0,0,0,0,0,50.16666794,0
0,190,0,0,0,0,0,0,0,0,0,0
0,107.5714264,0,58.42856979,0,0,46.8571434,46.57143021,0,0,47.57143021,0
0,233.8000031,0,0,0,0,0,0,0,0,48.59999847,0
0,194.4285736,0,0,0,0,0,83.57142639,0,0,57.57143021,0
0,213.8399963,0,84.95999908,0,52.27999878,79.27999878,46.59999847,56.63999939,88.27999878,46.75999832,46.75999832
0,137.2142792,0,78.92857361,0,31.5714283,62.2857132,40.2857132,0,58,73.35713959,33.1428566
0,97,0,38.79999924,0,0,52.79999924,31.79999924,0,40.20000076,45.79999924,0
0,278.9090881,0,0,0,0,0,0,0,0,0,0
0,212.0909119,0,34.90909195,0,0,0,62.72727203,0,38.36363602,35.27272797,0
0,250.1666718,0,0,0,0,0,0,0,0,0,0
0,124.5714264,0,57.95238113,37.33333206,0,65.76190186,52.09523773,38.2857132,45.7142868,49.76190567,31.5714283
0,342.2631531,0,0,31.89473724,0,0,41.15789413,0,0,45.84210587,0
0,210.625,0,0,0,0,0,0,0,0,0,0
0,36.7142868,0,0,36,0,0,76,0,0,40.7142868,0
38.25,60.875,0,0,0,0,0,0,0,0,44.125,0
0,207.875,0,0,0,0,37.875,0,0,0,44,0
0,202.4666595,0,48.33333206,0,0,51.20000076,42.06666565,31.93333244,48.26666641,0,0
0,256.2000122,0,0,0,0,0,0,0,0,39.20000076,0
0,213.4444427,0,0,0,0,0,0,0,36.44444275,34,0
0,202.8000031,0,0,0,0,0,0,0,0,0,0
0,197.1999969,0,0,0,0,0,0,0,0,33.40000153,0
0,42.84210587,0,0,0,0,0,43.21052551,0,0,309.8947449,0
0,60.5,0,56.66666794,0,37.83333206,84.33333588,31.5,0,81.5,65,32
0,200.3333282,0,0,0,0,0,0,0,0,0,0
31.70000076,80,0,40.90000153,0,0,43,70.30000305,0,33.79999924,49.20000076,0
42.40000153,248.8000031,0,0,0,0,0,0,0,0,0,0
0,200.6000061,0,0,0,0,0,0,0,0,0,0
0,212.5,0,0,0,0,0,0,0,0,0,0
0,41.83333206,0,57,0,0,62.5,0,0,69.83333588,0,0
42.77777863,38,0,0,0,0,0,0,0,0,0,0
0,214.7272797,0,35.09090805,0,0,0,0,0,0,35.90909195,0
0,192.6000061,0,0,0,0,0,0,0,0,0,0
0,203.90625,0,47.375,0,32.28125,55.4375,0,0,47.3125,35.53125,0
0,154.0625,0,65.8125,0,0,53.8125,0,0,0,31.5625,0
0,247.6000061,0,0,0,0,0,0,0,0,36.79999924,0
0,589.555542,0,35.55555725,41.44444275,0,0,0,0,0,37.33333206,0
0,132.6666718,0,50.38888931,0,0,47.55555725,40.88888931,0,35.66666794,0,0
46,172.777771,0,0,0,0,0,31.55555534,0,0,41.55555725,0
0,44.625,0,67.75,0,0,72.625,44,0,74.125,78.75,0
0,178.1666718,0,47,0,0,43.16666794,0,0,35.66666794,0,0
0,138.1666718,0,51,0,0,65.5,0,38.41666794,43.16666794,44.33333206,0
0,217.5,0,0,0,0,0,37.5,0,0,0,0
0,194.1428528,0,0,0,0,0,0,0,0,0,0
