"","Center.of.Mass.X...m.","Center.of.Mass.Y...m.","Area...m2.","Perimeter...m.","Circularity","PanEV","EpCAM","MET","SDC1","EGFR","ADAM10","CTSH","PDL1","HER2","image","celltype"
"1",67.11675262,41.347332,32,21.3137085,0.885200802,7719.214355,438.6666565,58.97618866,102.7619019,125.8095245,74.35713959,80.80952454,95,209.8571472,1,"A549"
"2",62.2753334,20.6827507,32,21.3137085,0.885200802,7643.619141,715.2857056,70.69047546,155.8095245,171.8571472,169.3571472,130.9761963,173.9047546,53,1,"A549"
"3",36.05175018,77.73607635,31,21.65685425,0.83057874,7374.119141,359.5476074,55.19047546,163.5238037,138.7619019,82.33333588,84.2142868,99.76190186,268.4047546,1,"A549"
"4",31.28981209,11.22018719,24,19.3137085,0.808518127,6593.121094,96.21212006,44.66666794,49.60606003,60.84848404,72.36363983,43.81818008,79.36363983,65.51515198,1,"A549"
"5",40.30274963,22.49292946,16,15.65685425,0.82020201,6440.375,395.625,43.875,91.25,104.6666641,60.66666794,95.375,95.04166412,156.75,1,"A549"
"6",78.18803406,56.65274811,15,14.82842712,0.85725682,7437.826172,844.2608643,30.39130402,27.91304398,56.78260803,39,48.34782791,77.86956787,73.26087189,1,"A549"
"7",37.96344376,3.817096233,16.5,15.07106781,0.912863327,5603.708496,447.4583435,48.04166794,120.9583359,130.625,75.70833588,97.33333588,123.3333359,63.5,1,"A549"
"8",61.75971985,22.9428978,26.5,19.89949494,0.840952818,8418.833008,147.0833282,33.05555725,84.1388855,66.33333588,42.13888931,56.63888931,82.19444275,120.3055573,1,"A549"
"9",22.56299973,58.71693802,25,18.48528137,0.919385694,7929.853027,453.5,31.47058868,119.0588226,118.2647095,51.76470566,82.76470947,89.52941132,95.5,1,"A549"
"10",59.4707222,23.40454483,25.5,19.07106781,0.881048921,8860.799805,269.4857178,42.48571396,83.51428223,89.45714569,29.65714264,78.80000305,117.5999985,139.1142883,1,"A549"
"11",18.69189644,59.14371872,28.5,19.89949494,0.904420955,6123.105469,123.078949,70.21052551,443.8947449,57.5263176,64.89473724,67.39473724,65.68421173,161.4736786,1,"A549"
"12",26.11598015,61.04209518,15.5,15.07106781,0.857538277,5165.130371,117.2608719,29.347826,51.47826004,62.39130402,39.65217209,28.82608604,65.95652008,56.43478394,1,"A549"
"13",20.09882164,63.37960815,19,16.48528137,0.878558605,6138.111328,745.222229,34.77777863,142.2592621,138.3333282,67.92592621,86.77777863,119.9629593,101.2962952,1,"A549"
"14",42.67350006,64.09200287,23,17.65685425,0.927066816,7150.25,303.53125,44.875,68.46875,128.34375,71.96875,77.25,80.53125,380.15625,1,"A549"
"15",46.79972458,66.66927338,30.5,21.89949494,0.799174293,6987.804688,745.9024658,63,140.7073212,161.5609741,77.95121765,110.1707306,114.8048782,266.512207,1,"A549"
"16",80.14225006,5.270150185,20.5,17.07106781,0.883979819,6125,1062.379272,68.75862122,110.103447,210.4482727,87.37931061,98.34482574,147,252.7586212,1,"A549"
"17",71.44950104,69.56925201,22,17.3137085,0.922257811,6603.399902,303.2666626,47.33333206,71.8666687,117.2333298,91.8666687,86.33333588,123.1666641,157.2333374,1,"A549"
"18",59.3621788,69.8144989,19,16.48528137,0.878558605,6538.111328,553.0370483,34.9629631,85.62963104,117.4074097,40.70370483,64.85185242,103.6666641,201.5925903,1,"A549"
"19",18.09010696,26.65049934,20,16.48528137,0.924798531,5893.5,621,45.1071434,122.1428604,139.75,72.2142868,85.14286041,161.7857208,186.5,1,"A549"
"20",42.86425018,70.01615143,20.5,17.07106781,0.883979819,6944.551758,83.96551514,30.06896591,75.41379547,76.72413635,32.27586365,67.9310379,68.82758331,135.9655151,1,"A549"
"21",29.02124977,7.357500076,18,15.65685425,0.922727261,5257.922852,204.4615326,58.03845978,98.57691956,69.11538696,50.73077011,40.80769348,53.96154022,58.34615326,1,"A549"
"22",77.00849915,71.77649689,23,17.65685425,0.927066816,6880.3125,293.96875,45.78125,93.75,102.84375,79.28125,50.46875,106.46875,131.59375,1,"A549"
"23",55.73714828,75.98934937,19.5,17.07106781,0.840858852,6272,153.6071472,153.1428528,127.5714264,108.5357132,176.9642792,86.57142639,56,70.25,1,"A549"
"24",26.03522301,27.10227585,28.5,21.07106781,0.806643492,6924.666504,680,66.20513153,90.05128479,125.0512848,88.71794891,94.25640869,149.5128174,230.8717957,1,"A549"
"25",16.26824951,10.12532139,17,15.65685425,0.871464636,6622,373.8399963,40.75999832,172.7200012,117.5199966,56.63999939,66.95999908,111.9599991,88.51999664,1,"A549"
"26",3.482549906,10.91635036,18.5,17.07106781,0.797737885,6629.185059,497.4074097,57.77777863,114.629631,157.7407379,120.4074097,98.77777863,99.77777863,169.0740814,1,"A549"
"27",36.86925125,10.87275028,14,13.65685425,0.943271148,5937.238281,518.2380981,78.33333588,124.9523773,101.7619019,110.8571396,108.7142868,99.95237732,293.4761963,1,"A549"
"28",72.01152802,12.17053127,18,17.65685425,0.725530551,6902.333496,651.6296387,63.59259415,93.55555725,129.4814758,93,63.33333206,108.6666641,254.3333282,1,"A549"
"29",41.07664871,12.39875031,19.5,17.07106781,0.840858852,6183.856934,567.3571167,85.07142639,150.8214264,171.8928528,82.32142639,63.1071434,130.3928528,331.5714417,1,"A549"
"30",76.63040924,30.01246834,20,17.65685425,0.806145057,7309.207031,108.7586212,99,89.62068939,73.0689621,94.24137878,61.6896553,69.55172729,124.4827576,1,"A549"
"31",40.81840515,30.63109589,14.5,14.24264069,0.898249181,6666.90918,187.5909119,59.04545593,48.18181992,79.8181839,89.8181839,67.09091187,72.36363983,224.1363678,1,"A549"
"32",11.03625011,13.30189323,17,15.65685425,0.871464636,5266.919922,81.40000153,37.56000137,83,77.72000122,71.48000336,79.31999969,78.83999634,126.4000015,1,"A549"
"33",78.56175232,31.33068657,26,19.3137085,0.875894637,7252.257324,216.7714233,52.88571548,75.11428833,101.9428558,68.48571777,96.65714264,108.5142822,158.0285645,1,"A549"
"34",61.0672493,31.75403595,15,14.82842712,0.85725682,5472.739258,128.3913116,32.04347992,39.82608795,71.60869598,50.04347992,35.47826004,58.34782791,75.73912811,1,"A549"
"35",71.69474792,32.94525146,14,13.65685425,0.943271148,5882.904785,745,107.2857132,154.6190491,106.6190491,136.4285736,71.76190186,108.8095245,245.2380981,1,"A549"
"36",39.56700134,33.76274872,18,15.65685425,0.922727261,6406.115234,211.9230804,38.03845978,49.15384674,83.57691956,52.76922989,71.80769348,76.57691956,73.30769348,1,"A549"
"37",51.14825058,15.49435043,20.5,17.07106781,0.883979819,5969,398.1379395,67.82758331,124.4827576,166.0689697,76.79310608,186.1379242,157.2068939,152.4827576,1,"A549"
"38",21.51046944,36.57290649,24,18.48528137,0.882610266,7127.605957,68.27272797,28.39393997,72.12121582,60.63636398,42.87878799,69.96969604,52.87878799,82.57575989,1,"A549"
"39",10.49125004,38.88574982,21.5,17.07106781,0.927100785,6388.166504,122.5666656,44.59999847,41.03333282,62.13333511,57.43333435,44.06666565,54.5,72.03333282,1,"A549"
"40",45.20774841,16.20466614,28,20.48528137,0.838463242,7643.605469,321.6052551,35.15789413,84.84210205,120.4736862,58.84210587,115.421051,130.5263214,335.6315918,1,"A549"
"41",70.10334778,17.46725082,20.5,17.07106781,0.883979819,6241.207031,368.8620605,33.82758713,111.8620682,126.5172424,48.34482574,55.79310226,57.79310226,67.55172729,1,"A549"
"42",6.928312302,21.98053169,23,18.48528137,0.845834838,6645.75,690.75,56.34375,89.15625,119.8125,60.6875,73.5,116.96875,166.1875,1,"A549"
"43",28.4489994,18.74799919,27,20.48528137,0.808518127,7051.729492,287.5405273,43.64864731,109.0540543,94.78378296,78.56756592,87.32432556,101.1621628,145.3783722,1,"A549"
"44",37.23472214,18.85539627,28.5,19.89949494,0.904420955,7460.263184,1615.736816,72.05263519,231.3684235,269.0263062,159.7368469,124.4473648,246.578949,238.7368469,1,"A549"
"45",60.24974823,40.46625137,14,13.65685425,0.943271148,5607.380859,170.9523773,56.2857132,73.23809814,67.14286041,36.09523773,78.42857361,118.9523773,84.80952454,1,"A549"
"46",49.54050064,20.0900631,21,17.65685425,0.84645231,7068.899902,380.9666748,57.53333282,93.1333313,107.2333298,60.16666794,82.26667023,117.6999969,286.9666748,1,"A549"
"47",74.89467621,41.93775177,17,15.65685425,0.871464636,6046.720215,386.8399963,62.11999893,80.16000366,141.5200043,57.56000137,84.91999817,133.3600006,168.2799988,1,"A549"
"48",62.06868744,42.25453186,23,19.3137085,0.774829871,6809.875,672.84375,81.1875,125.3125,145.78125,61.4375,110.46875,171.65625,245.90625,1,"A549"
"49",57.98590469,45.1825943,14.5,14.24264069,0.898249181,6084.272949,545.8636475,89.95454407,123.9090881,116.5454559,111.9545441,85.5,129.6363678,209.4090881,1,"A549"
"50",25.96924973,46.40674973,21.5,17.07106781,0.927100785,6855.033203,280.3333435,43.90000153,53.93333435,104.1999969,52.70000076,56,69.80000305,133.7666626,1,"A549"
"51",17.44160271,47.21783829,27.5,19.89949494,0.872686887,7983.513672,190.9459534,42.43243408,110.4054031,77.1891861,51.54053879,56.45946121,78.29729462,120.1351318,1,"A549"
"52",65.04575348,47.22425079,21.5,17.07106781,0.927100785,6552,362.8999939,44.56666565,109.4333344,96.8666687,55.86666489,63.93333435,104.2666702,184.6666718,1,"A549"
"53",23.87100029,22.21556282,21,17.65685425,0.84645231,5934.133301,662.2666626,264.8333435,101.4666672,137.4333344,386.0666809,108.3333359,71.80000305,170.2333374,1,"A549"
"54",37.17444992,47.54035187,17.5,16.24264069,0.833555725,4413.230957,544.1538696,33.80769348,129.884613,102.8461533,37.69230652,94.03845978,127.4615402,309.7307739,1,"A549"
"55",48.21206284,22.39949989,23,18.48528137,0.845834838,7270.90625,84.625,33.25,50.8125,58.21875,43.8125,45.25,54,91.0625,1,"A549"
"56",7.984250069,53.40454865,18.5,16.24264069,0.88118748,6427.037109,829.2963257,70.62963104,206.222229,155.1111145,67.33333588,112.7407379,207.6666718,193.7407379,1,"A549"
"57",21.5206871,9.564749718,5,8.828427125,0.806145057,4670.5,165.1999969,42.70000076,50.70000076,57.70000076,42.09999847,35.90000153,56.5,69.40000153,1,"A549"
"58",39.35445023,1.471500039,8,10.82842712,0.857371602,5087.071289,475,41.07143021,89.7857132,108.6428604,110,62.57143021,121.7857132,142.5714264,1,"A549"
"59",78.67075348,3.133749962,13,13.65685425,0.875894637,4753.899902,254.3000031,51.5,98.40000153,79.40000153,48.34999847,63.45000076,73.59999847,172.1499939,1,"A549"
"60",12.65081215,52.07474899,5,8.828427125,0.806145057,5889.5,317.1000061,29.39999962,116.9000015,109.4000015,76.69999695,87.5,91.30000305,75.69999695,1,"A549"
"61",23.10552216,4.540841103,11.5,13.07106781,0.845834838,5883.666504,228.277771,48.27777863,80.22222137,85.77777863,65.05555725,63.27777863,135.8333282,164.8333282,1,"A549"
"62",40.13925171,4.578000069,16,15.65685425,0.82020201,5323.333496,149.5416718,24.66666603,63.66666794,64.83333588,41,70.875,56.875,76.04166412,1,"A549"
"63",43.08224869,22.45239639,17.5,19.07106781,0.604641416,6166,190.0370331,34.25925827,53.07407379,97,47.29629517,56.25925827,80.66666412,137.8518524,1,"A549"
"64",53.67705154,4.741499901,8,10.82842712,0.857371602,5361.571289,212.7142792,35.2142868,84.64286041,60.7857132,23.2857151,46.42856979,87.07142639,134.7857208,1,"A549"
"65",64.82775116,4.802812576,5,8.828427125,0.806145057,5598.799805,435.2000122,52,79.5,109.5999985,28.89999962,28.89999962,79.69999695,137.3999939,1,"A549"
"66",65.89050293,22.31775093,10,11.65685425,0.924798531,5860.0625,199.0625,45.75,72.0625,87.75,78.625,44.5,56.25,102.8125,1,"A549"
"67",59.26874924,26.63414955,11,12.48528137,0.886759563,5172.353027,447.8823547,44.82352829,79.94117737,98.05882263,45.82352829,93.11764526,127.2352905,297.8235168,1,"A549"
"68",6.822980881,5.502403736,13.5,14.24264069,0.836300962,5831.428711,144.1904755,45,78.33333588,106.1904755,78.19047546,43.90476227,92.23809814,136.3809509,1,"A549"
"69",35.80649948,6.049499989,13,13.65685425,0.875894637,5988.149902,1089.050049,83.05000305,212,209,37.04999924,39.65000153,64.34999847,46.29999924,1,"A549"
"70",71.36775208,6.458250046,4,8,0.785398163,6234.111328,330.8888855,32.44444275,30.66666603,51.33333206,33.88888931,46.33333206,60.88888931,58.77777863,1,"A549"
"71",63.57920456,23.16497803,10.5,12.24264069,0.880337002,7006.058594,304.5882263,38.88235474,96.8235321,141.4705811,78.29412079,100.3529434,164.8235321,249.7058868,1,"A549"
"72",10.39859962,24.03450012,7,10.82842712,0.750200152,5638.922852,825.1538696,24.23077011,84.61538696,101.9230804,61,50.38461685,139.4615326,164.8461609,1,"A549"
"73",42.01950073,26.73225021,10,11.65685425,0.924798531,5406.1875,330.3125,62.1875,118.125,142.875,116.8125,79.3125,120.0625,272.4375,1,"A549"
"74",4.578000069,13.06637478,10,12.82842712,0.763594939,4514.293945,327.9411621,37.17647171,57.29411697,105,45.70588303,62.88235474,72.35294342,85.29412079,1,"A549"
"75",9.019749641,12.93012524,12,13.65685425,0.808518127,6172.052734,562.5789185,33.5263176,31,46.21052551,31.36842155,35,64,73.47368622,1,"A549"
"76",44.44475174,50.8621254,14,14.48528137,0.838463242,4840.80957,407.2380981,95.85713959,85.33333588,134.8095245,138.3809509,74.76190186,128.6666718,224.7619019,1,"A549"
"77",49.67675018,13.97924995,6.5,10.24264069,0.778573011,6370.5,430,46.16666794,95.58333588,180.3333282,83.66666412,57.5,155.4166718,187.25,1,"A549"
"78",46.84275055,25.34250069,10,11.65685425,0.924798531,5604.5625,264.9375,52.1875,93.6875,104.5625,83.1875,51.625,98.3125,196,1,"A549"
"79",18.12125015,15.17825031,7.5,10.24264069,0.898353474,5835.538574,421.1538391,36.61538315,34.61538315,96.61538696,73.15384674,78.46154022,81,108.5384598,1,"A549"
"80",46.74465179,15.53250027,7,10.82842712,0.750200152,5424.153809,327.1538391,54.61538315,59.92307663,126.7692337,81.15384674,67.07691956,91.46154022,158.0769196,1,"A549"
"81",21.52540398,16.0418663,11.5,13.41421356,0.803114139,5865.420898,144.4736786,29.05263138,105.2105255,109.9473648,33.89473724,285.6315918,145.3684235,258.3157959,1,"A549"
"82",57.4157486,17.68524933,13,13.65685425,0.875894637,5574.549805,422.2999878,34.34999847,130.4499969,133.8500061,58.84999847,47.45000076,141.3999939,216.6000061,1,"A549"
"83",28.38541603,47.9327507,5.5,9.414213562,0.779838121,5479.727051,149.8181763,38,82.1818161,55.18181992,66.63636017,40.72727203,101.5454559,94.27272797,1,"A549"
"84",67.99370575,20.98002243,10.5,12.24264069,0.880337002,6316.82373,190.1176453,34.29411697,34.29411697,64.64705658,49.70588303,39.11764526,62.76470566,71.52941132,1,"A549"
"85",27.82225037,35.01625061,7.5,10.24264069,0.898353474,5069.922852,323.1538391,39,176.2307739,198.1538391,56.69230652,291.1538391,112.6923065,107.8461533,1,"A549"
"86",60.14570618,21.27729607,8.5,11.41421356,0.819854532,6860.399902,495.3333435,133.2666626,107,139.5333405,157.8666687,99.73332977,81.40000153,402.4666748,1,"A549"
"87",44.0632515,21.33675003,4,8,0.785398163,6771.777832,267.8888855,29.55555534,108.3333359,92.22222137,50.55555725,48.77777863,92.8888855,156.1111145,1,"A549"
"88",76.9564743,21.45565987,11.5,13.07106781,0.845834838,4957.833496,496.6111145,95.5,165.4444427,114.3333359,100.4444427,41,110.3333359,233.1111145,1,"A549"
"89",43.59091568,40.41175079,5.5,9.414213562,0.779838121,6893.54541,938.4545288,103.3636398,734.3636475,147.9090881,126,81.27272797,149.5454559,203.8181763,1,"A549"
"90",80.42565155,57.50294876,9,11.65685425,0.832318678,5239.066895,426.9333191,49.73333359,55.26666641,83.93333435,47.53333282,46,71.93333435,178.3333282,1,"A549"
"91",64.17375183,39.58335114,11,12.48528137,0.886759563,5778,354.1176453,45.70588303,73.35294342,62.64706039,66.94117737,101.7647095,79.1764679,267.1764832,1,"A549"
"92",30.68140411,60.12398148,13.5,14.24264069,0.836300962,6022.856934,317.3809509,46.04761887,44.7142868,128.0476227,84.52381134,79.76190186,87.42857361,199.7619019,1,"A549"
"93",58.66925049,32.23675156,7.5,10.24264069,0.898353474,5181.769043,639.7692261,37.84615326,52.30769348,48,52.84615326,33.46154022,73,71.7692337,1,"A549"
"94",32.41627884,43.37078094,26.5,19.89949494,0.840952818,5908,1471.305542,70.02777863,167.027771,260.5833435,93.80555725,144.8888855,207.277771,252.1944427,1,"A549"
"95",33.21775055,64.39174652,13,13.65685425,0.875894637,5986.399902,1609.800049,46,130.4499969,220.4499969,49.95000076,80.30000305,241.3000031,318.25,1,"A549"
"96",60.98550034,66.04037476,10,12.82842712,0.763594939,5409.529297,109.9411774,40,51.41176605,59.88235474,38.58823395,62.41176605,74.47058868,106,1,"A549"
"97",12.41237545,45.69824982,12,13.65685425,0.808518127,4965.210449,425.421051,53.5263176,91.68421173,117.2105255,97.52631378,117.7894745,84.94736481,225.3157959,1,"A549"
"98",61.25799942,70.71375275,12,13.65685425,0.808518127,6520.789551,1992.421021,118.0526352,201.2105255,326.5263062,202,87.42105103,237.1578979,489.421051,1,"A549"
"99",65.79853058,71.68453217,26,19.3137085,0.875894637,6506.457031,229.8571472,46.54285812,111.771431,91.82857513,66.17142487,48.57143021,97.85713959,170.3714294,1,"A549"
"100",17.10210037,45.61650085,9,11.65685425,0.832318678,7703.200195,119.4000015,28.86666679,57.20000076,55.93333435,34.73333359,43.79999924,52.93333435,67,1,"A549"
"101",1.716750026,72.43049622,10,11.65685425,0.924798531,6129.9375,158.4375,84.5625,84,79.3125,69.3125,133.1875,60.625,86.75,1,"A549"
"102",23.75654984,73.57499695,8,10.82842712,0.857371602,5052,219.2857208,39.7857132,79.7857132,116.2857132,30.0714283,79.07142639,92.2857132,96,1,"A549"
"103",58.93153,73.79981232,25,19.3137085,0.842206382,6534.588379,467.7352905,79.5,140.6764679,151.9705811,122.8529434,97.76470947,177.9117584,308,1,"A549"
"104",30.80340004,74.89935303,10,12.48528137,0.806145057,5182.5,358.9375,46.5625,85.375,83.6875,97.1875,49.25,105.125,218.6875,1,"A549"
"105",74.93959808,76.19728851,12.5,14.24264069,0.774352743,5743.649902,200.5,36.45000076,86.94999695,87.34999847,69.75,41.29999924,77.40000153,170.6999969,1,"A549"
"106",52.15650177,27.19005013,8,10.82842712,0.857371602,4784.856934,70.64286041,23.7857151,50.7857132,60.6428566,41.5,65,79,78.92857361,1,"A549"
"107",28.42174911,26.97750092,11,12.82842712,0.839954433,5680.055664,263.444458,43.27777863,113.4444427,119.8888855,159.6111145,79.05555725,147.5555573,355.555542,1,"A549"
"108",45.38941574,79.97875214,5.5,9.414213562,0.779838121,5650.90918,109.727272,57.09090805,110.8181839,119.4545441,94.36363983,55.18181992,104.8181839,316.6363525,1,"A549"
"109",37.27799988,81.17774963,10,11.65685425,0.924798531,7098.75,269.5,48.75,59.25,93.6875,56.3125,76.375,75.875,120.875,1,"A549"
"110",66.94303131,81.45365906,16,16.82842712,0.709974571,10622.71973,371.0799866,65.76000214,148.9199982,100.4400024,129.1600037,66.95999908,123.1200027,279.0400085,1,"A549"
"111",60.08625031,81.5374527,7,10.82842712,0.750200152,5854.692383,1043.769287,47.23077011,121,136.3076935,34.92307663,64.61538696,148.4615326,373.8461609,1,"A549"
"112",48.72299957,38.99475098,2,6,0.698131701,5038.166504,279.5,67.16666412,106.1666641,148,46.66666794,414.5,89.16666412,164.3333282,1,"A549"
"113",54.98802185,46.96165848,11.5,13.07106781,0.845834838,5491.055664,502.3888855,40.44444275,93.22222137,103.7222214,68.44444275,33.44444275,123.3333359,219.277771,1,"A549"
"114",32.6182518,41.17475128,3,6.828427125,0.808518127,5707.856934,617.8571167,35.1428566,108.8571396,138.2857208,41.7142868,69.57142639,83.42857361,82,1,"A549"
"115",64.99124908,50.27624893,2,5.656854249,0.785398163,5312.399902,212.8000031,60,125.4000015,102.4000015,76.59999847,90.59999847,125.4000015,341.3999939,1,"A549"
"116",73.4605484,36.24795151,2.5,6.242640687,0.806145057,5464.833496,99.5,42.16666794,53.66666794,100,25,57,112.3333359,137.3333282,1,"A549"
"117",45.37125015,52.72874832,2,5.656854249,0.785398163,6159,301,72.19999695,49.20000076,82.40000153,36.79999924,46.40000153,130,214,1,"A549"
"118",41.75089264,56.30239105,3.5,7.414213562,0.800106365,5299.75,98.625,53.375,43.25,54.625,48.625,35.25,38.375,42.125,1,"A549"
"119",24.27975082,57.08874893,3,6.828427125,0.808518127,5099.143066,847.4285889,55.42856979,92.42857361,176.1428528,89.2857132,76.42857361,102.5714264,165.7142792,1,"A549"
"120",32.02965164,37.81755066,1.5,5.414213562,0.643028702,3771,72.80000305,46.20000076,54.40000153,62,54.20000076,60.40000153,75.59999847,85.40000153,1,"A549"
"121",31.90974998,3.024749994,3,6.828427125,0.808518127,5739.856934,1227.142822,35.1428566,172,200.2857208,50.8571434,141,162.7142792,458,1,"A549"
"122",43.52603531,57.49360657,4.5,8.242640687,0.832318678,13269,455.8888855,104.8888855,71,124.6666641,168.5555573,43.44444275,101.3333359,128.5555573,1,"A549"
"123",72.69910431,42.77860641,3.5,7.414213562,0.800106365,5492.375,1151.25,27.5,106.125,173.75,51,57.875,183.75,100.75,1,"A549"
"124",10.9545002,29.34824944,2,6,0.698131701,5137.833496,92.33333588,29.33333397,28.33333397,95.5,43.16666794,41,57.66666794,85.83333588,1,"A549"
"125",65.13139343,63.33289337,3.5,7.414213562,0.800106365,1543.875,116.875,37,44,29.125,32.875,66.375,54.125,123.625,1,"A549"
"126",54.62535095,63.71595001,1.5,5.414213562,0.643028702,5756.200195,388.3999939,50.79999924,43.79999924,116.1999969,65.80000305,36.59999847,43,266.6000061,1,"A549"
"127",18.03702354,63.9656601,11.5,13.07106781,0.845834838,6349.722168,67.44444275,47.72222137,77.55555725,76.27777863,121,73.55555725,82.77777863,227.9444427,1,"A549"
"128",76.27275085,43.95425034,3,6.828427125,0.808518127,5556.856934,240,34.42856979,56.7142868,101.8571396,57.8571434,39,73.14286041,92.85713959,1,"A549"
"129",70.71375275,8.011500359,4,7.656854249,0.857371602,5956.75,158.625,45.5,111.375,74,88,81.875,115.75,286.875,1,"A549"
"130",25.03779602,64.63452148,10.5,12.24264069,0.880337002,5534.529297,265.4117737,25.41176414,61.41176605,107.4117661,36.29411697,59.88235474,67.29412079,87.41176605,1,"A549"
"131",66.65895081,66.10305023,2.5,6.242640687,0.806145057,6847,388.5,42,79,160,40,78.66666412,195,293.1666565,1,"A549"
"132",65.09529877,66.56679535,8.5,11.41421356,0.819854532,7231.266602,516.9333496,63.06666565,90.8666687,146.7333374,108.1999969,80.40000153,126.8000031,283.9333191,1,"A549"
"133",65.80874634,68.99700165,2,6,0.698131701,6074,305.1666565,55.83333206,75.66666412,101,70.66666412,37.83333206,97,84.16666412,1,"A549"
"134",57.93102264,36.82465744,11.5,13.07106781,0.845834838,5576.111328,307,56.16666794,51.5,102.7222214,47.05555725,40.61111069,50.88888931,87.22222137,1,"A549"
"135",40.98010635,36.56560898,3.5,7.414213562,0.800106365,7796.625,1069.75,84.125,159.25,230.375,139.25,94.375,176,460.125,1,"A549"
"136",27.85339355,13.6288929,3.5,7.414213562,0.800106365,5598.625,250.5,58.5,48.875,128,89.125,40.5,138.25,432.75,1,"A549"
"137",7.789607048,27.19939232,3.5,7.414213562,0.800106365,6225.625,87.375,29.125,50.625,42.375,27,36.5,53.125,92.5,1,"A549"
"138",60.16799927,19.12949944,7,9.656854249,0.943271148,4872.25,207.75,56.08333206,109.9166641,103.1666641,132.25,149,97.75,161.3333282,1,"A549"
"139",61.75394821,71.98905182,2.5,6.242640687,0.806145057,5697.666504,617.833313,67.16666412,175.3333282,171.5,120.6666641,103,140.1666718,220.3333282,1,"A549"
"140",77.8259964,27.0047493,2,6.828427125,0.539012084,7409.333496,354.8333435,70.5,73.33333588,120.3333359,52,151.5,87.33333588,159.8333282,1,"A549"
"141",46.62474823,73.65675354,3,6.828427125,0.808518127,5506.714355,138.8571472,23.7142849,33.7142868,49.7142868,30.2857151,62.42856979,57.2857132,95.14286041,1,"A549"
"142",40.57524872,24.77025032,3,6.828427125,0.808518127,5274.714355,1338.857178,69.7142868,127.2857132,224.7142792,48.7142868,102,150,159.1428528,1,"A549"
"143",35.92095184,24.86834908,1.5,5.414213562,0.643028702,5155,199,61.79999924,63.59999847,125,65.40000153,90,113.1999969,297.2000122,1,"A549"
"144",62.63684845,78.75794983,1.5,5.414213562,0.643028702,5666.600098,239.1999969,11.19999981,45.40000153,84.19999695,45.79999924,64.80000305,116.8000031,122.5999985,1,"A549"
"145",5.453892708,25.56439209,3.5,7.414213562,0.800106365,6052.125,176.25,44.75,97.625,89.75,131.375,80.75,93.375,113.75,1,"A549"
"146",35.28874969,79.86975098,3,6.828427125,0.808518127,5161.714355,491.2857056,45.8571434,130.5714264,117.4285736,63,90.2857132,108.1428604,367.8571472,1,"A549"
"147",77.41725159,26.12090302,10.5,25.89949494,0.196705532,8180.869629,346.4782715,79.6521759,116.7391281,107.0434799,70.30434418,47.17391205,96.78260803,222.2608643,1,"A549"
"148",58.09154892,80.09864807,1.5,5.414213562,0.643028702,5833.200195,69.40000153,30,70.40000153,113.4000015,88.19999695,41.20000076,81.40000153,190,1,"A549"
"149",52.07474899,40.52074814,3,6.828427125,0.808518127,5101.714355,397.1428528,46.7142868,173.1428528,149.8571472,60.2857132,112.8571396,141.1428528,159.5714264,1,"A549"
"150",20.65389633,24.90489769,29.5,19.89949494,0.936155024,12318.53809,736.7692261,213.5384674,243.8717957,473.0769348,311.9487305,273.2564087,380.8974304,862.9743652,2,"A549"
"151",41.14606476,77.88193512,32.5,21.07106781,0.919856614,10324,986.9767456,176,386.6278992,322.6511536,446.6278992,323.7674561,372.0930176,821.6744385,2,"A549"
"152",57.30675125,20.6827507,29,20.48528137,0.868408358,8932,383.3589783,179.1794891,245.9487152,369.8461609,241.7948761,166.615387,331.0769348,416.3076782,2,"A549"
"153",49.77666855,14.08825016,30,20.48528137,0.898353474,11643.9248,514.5750122,176.8500061,272.8500061,358.6000061,313.7250061,270.8250122,327.9500122,793.7249756,2,"A549"
"154",20.76449966,53.76425171,33,21.3137085,0.912863327,10654.44141,414.3488464,199.3023224,264.5813904,319.4186096,206.4186096,245.3023224,332.6511536,336.4186096,2,"A549"
"155",67.94333649,70.94083405,31,21.3137085,0.857538277,11155.07324,615.6097412,120.5609741,268.9512329,270.0487671,110.9512177,211.6829224,321.2926941,307.6585388,2,"A549"
"156",44.93524933,4.16016674,30,20.48528137,0.898353474,9360.275391,767.0750122,142.0249939,218.7250061,397.3500061,136.1499939,255.625,385.9500122,382.8999939,2,"A549"
"157",29.1847496,15.23274994,31,20.48528137,0.92829859,9323.780273,1384.561035,133.9024353,361.8048706,365.73172,214.36586,282.8292542,396.3658447,445.512207,2,"A549"
"158",55.99874878,68.0977478,28,19.3137085,0.943271148,7741.702637,705,291.2973022,268,353.9459534,322.3783875,243.7567596,352.7297363,500.3243103,2,"A549"
"159",75.9801712,21.4744339,31.5,21.07106781,0.891553334,10087.88086,1547.119019,209.3095245,347.8571472,377.7380981,306.0952454,350.4523926,504.3809509,632.4761963,2,"A549"
"160",1.598666668,41.77425003,30,20.48528137,0.898353474,12462.97461,2297.425049,263.1749878,362.6000061,484.8500061,160.2749939,250.5500031,389.8500061,407,2,"A549"
"161",46.51575089,39.08558273,33,21.3137085,0.912863327,9562.791016,236.3488312,148.720932,181.1395416,360.0697632,243.162796,264.3488464,303.0232544,297.0930176,2,"A549"
"162",58.77825165,40.84775162,29,20.48528137,0.868408358,9117.256836,405,142.8974304,159.9743652,325.8205261,205.6410217,270.3333435,300.6666565,380.4358826,2,"A549"
